"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Consent","Consent2","Q01[SQ001]","Q02","Q02[other]","G02Q40","G02Q41","Q03","Q04","Q05","Q06","Q07","Q07[other]","Q08","Q09","Q09[other]","Q010p","Q010p[other]","Q010[SQ001]","Q010[SQ002]","Q010[SQ003]","Q010[other]","Q011[SQ002]","Q011[SQ003]","Q011[SQ004]","Q011[SQ005]","Q011[SQ006]","Q010np","Q011np[SQ001]","Q012np","Q013p[SQ001]","Q014[SQ001]","Q014[SQ002]","Q015[SQ002]","Q015[SQ003]","Q015[SQ004]","Q015[SQ005]","Q015[SQ006]","Q015[SQ007]","Q015[SQ008]","Q015[SQ009]","Q015[SQ010]","OSQ01[SQ001]","OSQ03[SQ001]","OSQ02","OSQ04[SQ001]","OSQ04[SQ002]","OSQ04[SQ003]","OSQ04[SQ004]","OSQ04[SQ005]","OSQ04[SQ006]","OSQ04[SQ007]","OSQ04[SQ008]","OSQ05[SQ001]","OSQ05[SQ002]","OSQ05[SQ003]","OSQ05[SQ004]","OSQ05[SQ005]","OSQ05[SQ006]","OSQ05[SQ007]","OSQ05[SQ008]","OSQ05[SQ009]","OSQ05[SQ010]","OSQ05[SQ011]","OSQ05[SQ012]","OSQ05[SQ013]","OSQ05[SQ014]","OSQ05[other]","SSQ01[SQ001]","SSQ03[SQ001]","SSQ02","SSQ04[SQ002]","SSQ04[SQ003]","SSQ04[SQ004]","SSQ04[SQ005]","SSQ04[SQ006]","SSQ04[SQ007]","SSQ04[other]","SSQ05[SQ001_SQ002]","SSQ05[SQ001_SQ003]","SSQ05[SQ001_SQ004]","SSQ05[SQ002_SQ002]","SSQ05[SQ002_SQ003]","SSQ05[SQ002_SQ004]","SSQ05[SQ003_SQ002]","SSQ05[SQ003_SQ003]","SSQ05[SQ003_SQ004]","SSQ05[SQ004_SQ002]","SSQ05[SQ004_SQ003]","SSQ05[SQ004_SQ004]","SSQ05[SQ005_SQ002]","SSQ05[SQ005_SQ003]","SSQ05[SQ005_SQ004]","SSQ05[SQ006_SQ002]","SSQ05[SQ006_SQ003]","SSQ05[SQ006_SQ004]","SSQ05[SQ007_SQ002]","SSQ05[SQ007_SQ003]","SSQ05[SQ007_SQ004]","SSQ05[SQ008_SQ002]","SSQ05[SQ008_SQ003]","SSQ05[SQ008_SQ004]","GSQ01[SQ001]","GSQ02[SQ001]","GSQ03[SQ001]","GSQ04[SQ001]","GSQ05[SQ001]","GSQ06[SQ001]","ESQ01[SQ001]","ESQ02[SQ001]","WBQ01[SQ001]","WBQ01[SQ003]","WBQ01[SQ004]","WBQ01[SQ005]","WBQ01[SQ006]","interviewtime","groupTime831","ConsentTime","Consent2Time","groupTime825","Q01Time","Q02Time","G02Q40Time","G02Q41Time","Q03Time","Q04Time","Q05Time","Q06Time","Q07Time","Q08Time","Q09Time","Q010pTime","Q010Time","Q011Time","Q010npTime","Q011npTime","Q012npTime","Q013pTime","Q014Time","Q015Time","groupTime826","OSQ01Time","OSQ03Time","OSQ02Time","OSQ04Time","OSQ05Time","groupTime827","SSQ01Time","SSQ03Time","SSQ02Time","SSQ04Time","SSQ05Time","groupTime828","GSQ01Time","GSQ02Time","GSQ03Time","GSQ04Time","GSQ05Time","GSQ06Time","groupTime829","ESQ01Time","ESQ02Time","groupTime830","WBQ01Time"
"89","2025-03-19 10:03:42","7","en","412484021","2025-03-19 09:57:02","2025-03-19 10:03:42","Yes, I am involved in research","Yes, I agree to participate in the study","33","Female","","I have no children",,"UK","University of Sussex","Social Sciences & Humanities","Psychology","PhD","","2020","Postdoc (fixed term)","",,,"No","No","Yes","","80","0","10","8","2","I don't know","14","Yes",,"22","66","No","No","Yes","No","No","Yes","Yes","No","No","77","92","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","","15","74","No","Yes","Yes","No","Yes","No","No","","","1","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","77","83","30","19","65","74","91","95","68","83","72","33","98","403","25.36",,,"135.65",,,,,,,,,,,,,,,,,,,,,"77.97",,,,,,"87.23",,,,,,"30.29",,,,,,,"20.59",,,"25.91",
"92","2025-03-20 10:28:22","7","en","1805486247","2025-03-20 10:20:18","2025-03-20 10:28:22","Yes, I am involved in research","Yes, I agree to participate in the study","51","Female","","2","Between 6 months and 1 year","England","University of Sussex","Social Sciences & Humanities","Psychology","PhD","","1994","Permanent position","","Full Professor/Directeur de recherche","","No","Yes","No","Teaching","20","60","20","0","0",,,"Yes","25","100","60","Yes","No","Yes","Yes","No","No","No","No","No","100","100","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","","40","80","No","No","Yes","No","No","No","No","","1","1","","1","1","","1","1","","1","1","","1","1","","","1","","1","1","","","1","","70","0","30","80","80","100","70","100","80","60","0","31","25","487.05","24.23",,,"160.75",,,,,,,,,,,,,,,,,,,,,"94.48",,,,,,"99.81",,,,,,"46.92",,,,,,,"21.11",,,"39.75",
"108","2025-03-20 10:51:09","7","en","1411707002","2025-03-20 10:42:52","2025-03-20 10:51:09","Yes, I am involved in research","Yes, I agree to participate in the study","30","Female","","I have no children",,"United Kingdom","UCL","Social Sciences & Humanities","Developmental Cognitive Neuroscience","PhD","","2019","Postdoc (fixed term)","",,,"No","No","Yes","","50","3","15","12","20","Yes","51","Yes",,"40","40","No","No","Yes","No","No","Yes","No","No","Yes","78","90","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","","30","0","No","No","No","No","No","No","No","dont know","1","","","","1","","1","1","","1","1","","1","1","","1","1","","1","1","","","1","","35","35","2","16","39","53","74","100","51","51","40","50","86","498.67","20.15",,,"143.49",,,,,,,,,,,,,,,,,,,,,"153.59",,,,,,"124.31",,,,,,"29.97",,,,,,,"10.98",,,"16.18",
"109","2025-03-20 11:00:53","7","en","1550164925","2025-03-20 10:43:14","2025-03-20 11:00:53","Yes, I am involved in research","Yes, I agree to participate in the study","55","Male","","3","I did not take any parental leave","France","Aix Marseille Univ","Life Sciences","Genomics","Other","HDR","1996","Permanent position","","Full Professor/Directeur de recherche","","No","No","Yes","","25","50","15","1","9",,,"Yes","60","70","70","No","Yes","Yes","No","Yes","No","No","No","No","96","88","Yes","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I am not familiar with it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","","65","100","No","Yes","Yes","Yes","No","No","No","","","1","","1","1","","","1","","1","1","","","1","","1","1","","1","1","","1","1","","75","97","65","100","100","100","52","100","70","90","27","11","29","1063.43","69.22",,,"458.96",,,,,,,,,,,,,,,,,,,,,"214.38",,,,,,"173.65",,,,,,"50.55",,,,,,,"46.46",,,"50.21",
"112","2025-03-20 10:56:07","7","en","1173060213","2025-03-20 10:48:14","2025-03-20 10:56:07","Yes, I am involved in research","Yes, I agree to participate in the study","27","Male","","I have no children",,"Netherlands","Leiden University","Social Sciences & Humanities","Cognitive neuroscience/psychology","Master","","2024","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","70","10","5","5","10","Yes","77","Yes",,"69","56","No","No","Yes","Yes","No","Yes","No","No","No","93","95","Yes","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","","88","94","Yes","Yes","Yes","No","Yes","No","No","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","","","93","91","77","86","92","93","73","50","96","90","91","100","25","475.59","19.98",,,"194.71",,,,,,,,,,,,,,,,,,,,,"77.39",,,,,,"99.24",,,,,,"37.42",,,,,,,"26.51",,,"20.34",
"113","2025-03-20 11:16:50","7","en","346036691","2025-03-20 11:10:48","2025-03-20 11:16:50","Yes, I am involved in research","Yes, I agree to participate in the study","44","Male","","I have no children",,"United Kingdom","King's College London","Social Sciences & Humanities","Education","PhD","","2012","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","Yes","No","","40","40","15","5","0",,,"Yes","70","76","62","No","No","Yes","Yes","No","No","Yes","No","No","37","78","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","","0","0","No","Yes","Yes","No","Yes","No","No","","1","1","","","1","","1","1","","1","1","","","1","","","1","","","1","","","1","","57","42","9","80","11","87","21","97","87","90","44","87","13","365.31","11.42",,,"164.35",,,,,,,,,,,,,,,,,,,,,"56.64",,,,,,"75.22",,,,,,"24.28",,,,,,,"16.3",,,"17.1",
"114","2025-03-20 11:20:59","7","en","1804408631","2025-03-20 11:12:06","2025-03-20 11:20:59","Yes, I am involved in research","Yes, I agree to participate in the study","29","Non-binary","","I have no children",,"United Kingdom","","Life Sciences","Psychology","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","75","10","5","2","8","Yes","19","Yes",,"96","96","No","Yes","Yes","No","No","Yes","No","No","No","90","74","Yes","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","","11","0","No","Yes","No","Yes","No","No","No","","","","1","","1","","","1","","","1","","1","1","","1","1","","","","1","","","1","3","84","0","80","92","92","100","100","95","91","81","87","34","537.64","25.61",,,"208.28",,,,,,,,,,,,,,,,,,,,,"120.72",,,,,,"98.8",,,,,,"46.75",,,,,,,"12.82",,,"24.66",
"122","2025-03-20 11:54:34","7","en","318006634","2025-03-20 11:45:19","2025-03-20 11:54:34","Yes, I am involved in research","Yes, I agree to participate in the study","65","Male","","More than 3","I did not take any parental leave","France","PSL","Social Sciences & Humanities","Panel","PhD","","2015","Researcher/lecturer (fixed term)","",,,"Yes","No","No","","30","30","10","20","10",,,"Yes",,"8","20","Yes","No","No","No","No","No","No","No","No","50","50","No","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","","50","50","No","Yes","No","Yes","Yes","No","No","","1","1","","","","1","1","1","","1","1","","1","1","","1","1","","","","1","1","1","","90","90","90","90","90","90","55","90","100","100","50","100","0","557.85","33.05",,,"213.67",,,,,,,,,,,,,,,,,,,,,"98.39",,,,,,"88.12",,,,,,"57.71",,,,,,,"33.09",,,"33.82",
"126","2025-03-20 12:02:05","7","en","766659005","2025-03-20 11:48:59","2025-03-20 12:02:05","Yes, I am involved in research","Yes, I agree to participate in the study","40","Female","","I have no children",,"Germany","","Social Sciences & Humanities","Sport sciences (focus on sport psychology)","PhD","","2012","Permanent position","","Other","Akademische Rätin (""official"")","No","Yes","No","","40","40","20","0","0",,,"Yes","10","10","68","No","Yes","Yes","No","No","No","Yes","No","No","91","100","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","","0","0","No","Yes","No","Yes","No","No","No","","","","1","","1","","","1","","1","1","","1","1","","","","1","","","1","","","1","0","0","0","0","0","50","10","90","65","27","70","51","10","789.1","425.19",,,"149.5",,,,,,,,,,,,,,,,,,,,,"76.76",,,,,,"78.26",,,,,,"20.11",,,,,,,"14.68",,,"24.6",
"127","2025-03-20 12:03:18","7","en","896355276","2025-03-20 11:52:24","2025-03-20 12:03:18","Yes, I am involved in research","Yes, I agree to participate in the study","33","Female","","I have no children",,"France","Université Clermont Auvergne","Social Sciences & Humanities","Psychology","PhD","","2016","Postdoc (fixed term)","",,,"No","No","Yes","","100","0","0","0","0","Yes","25","Yes",,"100","34","No","Yes","Yes","No","No","No","No","No","Yes","100","49","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","","77","100","No","Yes","No","Yes","No","Yes","No","","","1","","","1","","1","1","","","1","","","1","","","1","","1","1","","1","1","","10","70","17","41","83","48","86","100","63","43","93","74","91","659.54","59.51",,,"199.49",,,,,,,,,,,,,,,,,,,,,"133.63",,,,,,"154.23",,,,,,"67.15",,,,,,,"23.26",,,"22.27",
"128","2025-03-20 12:11:49","7","en","1006067708","2025-03-20 11:58:41","2025-03-20 12:11:49","Yes, I am involved in research","Yes, I agree to participate in the study","30","Female","","I have no children",,"France","Aix Marseille Univ, CNRS, CRPN","Social Sciences & Humanities","Cognitive sciences","PhD","","2020","Postdoc (fixed term)","",,,"No","No","Yes","","85","0","2","8","5","Yes","6","Yes",,"20","20","No","No","Yes","Yes","No","Yes","No","No","No","80","100","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","","0","0","No","Yes","No","Yes","No","No","No","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","30","30","0","80","90","100","90","70","70","50","40","80","90","789.02","49.7",,,"266",,,,,,,,,,,,,,,,,,,,,"189.21",,,,,,"154.01",,,,,,"58.33",,,,,,,"31.11",,,"40.66",
"130","2025-03-20 12:15:19","7","en","1974992524","2025-03-20 12:02:38","2025-03-20 12:15:19","Yes, I am involved in research","Yes, I agree to participate in the study","48","Female","","I have no children",,"France","University Paris 8","Social Sciences & Humanities","Psychology","Other","HDR","2000","Permanent position","","Full Professor/Directeur de recherche","","No","No","Yes","","35","50","15","0","0",,,"Yes","65","55","75","No","Yes","Yes","No","No","Yes","No","No","No","90","100","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","","70","90","No","Yes","Yes","Yes","No","No","No","","","","1","","1","","","1","","","1","","","1","","","1","","","1","","","1","","60","30","0","70","80","80","100","100","75","70","30","71","25","763.98","33.55",,,"294.14",,,,,,,,,,,,,,,,,,,,,"150.74",,,,,,"136.02",,,,,,"66.37",,,,,,,"28.4",,,"54.76",
"131","2025-03-20 12:48:11","7","en","201422213","2025-03-20 12:36:16","2025-03-20 12:48:11","Yes, I am involved in research","Yes, I agree to participate in the study","29","Female","","I have no children",,"Canada","","Social Sciences & Humanities","Psychology","PhD","","2020","Postdoc (fixed term)","",,,"No","No","Yes","","70","10","10","10","0","I don't know","30","Yes",,"80","34","No","Yes","No","No","Yes","Yes","No","No","No","90","100","Yes","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","No","No","No","No","No","No","No","No","No","No","No","No","having ethical certificate less strict about data sharing","70","90","No","Yes","Yes","No","No","Yes","No","","","1","","","1","","1","","","","1","","","","1","1","","","","1","","","","1","50","50","0","80","50","100","60","90","60","70","90","80","90","531.29","45.75",,,"210.17",,,,,,,,,,,,,,,,,,,,,"44.55",,,,,,"112.83",,,,,,"48.06",,,,,,,"28.54",,,"41.39",
"133","2025-03-20 13:05:10","7","en","1778220832","2025-03-20 12:55:13","2025-03-20 13:05:10","Yes, I am involved in research","Yes, I agree to participate in the study","49","Male","","2","Between 1 month and 3 months","Germany","University Clinical Center Hamburg-Eppendorf","Social Sciences & Humanities","Health Care Research","PhD","","2008","Permanent position","","Research Engineer/Research data scientist/Research Technician","","No","Yes","No","","50","25","20","0","5",,,"Yes","70","80","85","Yes","No","No","Yes","No","Yes","No","No","No","75","80","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","","0","0","No","Yes","No","No","Yes","Yes","No","","","","1","","","1","","1","","1","","","1","1","","1","1","","","","1","","1","","65","60","50","50","75","70","75","80","90","85","65","80","10","599.73","19.4",,,"222.29",,,,,,,,,,,,,,,,,,,,,"104.84",,,,,,"127.21",,,,,,"64.63",,,,,,,"26.2",,,"35.16",
"134","2025-03-20 13:17:10","7","en","1509901368","2025-03-20 13:07:04","2025-03-20 13:17:10","Yes, I am involved in research","Yes, I agree to participate in the study","24","Female","","I have no children",,"France","CEA","Life Sciences","cognitive neuroscience","Master","","NA","Master student/Research assistant","",,,"No","No","Yes","","81","0","0","15","4","Yes","75","Yes",,"50","100","No","No","Yes","Yes","No","Yes","No","No","No","90","100","No","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","","0","0","No","Yes","Yes","No","No","Yes","No","","","1","","","","1","","1","","1","","","","1","","1","","","1","","","","1","","50","50","50","50","25","80","100","100","90","100","100","100","70","608.91","94.59",,,"185.51",,,,,,,,,,,,,,,,,,,,,"131.87",,,,,,"95.87",,,,,,"42.03",,,,,,,"22.09",,,"36.95",
"137","2025-03-20 13:29:32","7","en","1442922976","2025-03-20 13:21:03","2025-03-20 13:29:32","Yes, I am involved in research","Yes, I agree to participate in the study","57","Female","","1","Between 1 month and 3 months","france","cnrs","Social Sciences & Humanities","Linguistics","PhD","","1994","Researcher/lecturer (fixed term)","",,,"No","Yes","No","","40","20","20","20","0",,,"Yes",,"30","75","Yes","Yes","Yes","No","No","No","No","No","No","83","89","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","","21","67","No","Yes","Yes","No","No","No","Yes","","1","1","","","","1","1","1","","1","1","","1","","","1","","","1","1","","1","1","","29","67","25","26","50","75","79","87","38","98","26","75","28","513.24","22.32",,,"180.3",,,,,,,,,,,,,,,,,,,,,"91.86",,,,,,"129.11",,,,,,"37.64",,,,,,,"15.05",,,"36.96",
